"","Entry","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","gene_locus","gene_name","SubtiCats","subti_func","UniKey"
"1031","Q03745","Q03745","reviewed","Pesticidal crystal protein Cry1Eb (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIE(b))","cry1Eb cryIE(b)",3,"Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1032","Q03746","Q03746","reviewed","Pesticidal crystal protein Cry1Fa (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIF(a))","cry1Fa cryIF cryIF(a)",3,"3D-structure;Sporulation;Toxin;Virulence","2061280","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1033","Q03748","Q03748","reviewed","Pesticidal crystal protein Cry1Ae (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(e))","cry1Ae cryIA(e) endI",3,"Sporulation;Toxin;Virulence","1655719","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1034","Q03749","Q03749","reviewed","Pesticidal crystal protein Cry7Aa (129 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(a))","cry7Aa cryIIIc cryVIIA(a)",3,"Sporulation;Toxin;Virulence","1514800","","","","","","","","PF17997;PF21463;PF03944;PF00555;PF03945;","IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1035","Q04470","Q04470","reviewed","Type-2Aa cytolytic delta-endotoxin (29 kDa cytolytic toxin)","cyt2Aa1 cytB",3,"3D-structure;Sporulation;Toxin;Virulence","8429550; 8632451","","","","","","","","PF01338;","IPR035918;IPR001615;","","",NA,NA,NA,NA,"sporulation"
"1036","Q04747","Q04747","reviewed","Surfactin synthase subunit 2","srfAB comL srfA2 BSU03490",4,"Antibiotic biosynthesis;Ligase;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Repeat;Sporulation","8441623; 8355609; 8969502; 9384377; 19383706; 1601288; 17218307","","bsu:BSU03490;","COG1020;","NP_388231.2;WP_010886403.1;","","","9765680at2;","PF00501;PF13193;PF00668;PF00550;","IPR010071;IPR036736;IPR025110;IPR045851;IPR020845;IPR000873;IPR023213;IPR001242;IPR010060;IPR020806;IPR009081;IPR006162;","BSUB:BSU03490-MONOMER;","UPA00181;",NA,NA,NA,NA,"sporulation"
"1037","Q04795","Q04795","reviewed","Aspartokinase 1 (EC 2.7.2.4) (Aspartate kinase 1) (Aspartokinase I)","dapG lssD BSU16760",4,"Alternative initiation;Amino-acid biosynthesis;ATP-binding;Diaminopimelate biosynthesis;Kinase;Lysine biosynthesis;Nucleotide-binding;Reference proteome;Transferase","8098035; 9384377; 19383706","","bsu:BSU16760;","COG0527;","NP_389558.2 [Q04795-1];WP_003245524.1;","","","9799110at2;","PF00696;PF13840;","IPR036393;IPR045865;IPR002912;IPR001048;IPR005260;IPR001341;IPR018042;IPR027795;","BSUB:BSU16760-MONOMER;MetaCyc:BSU16760-MONOMER;","UPA00034;UPA00050;UPA00051;","BSU_16760","dapG","10, 49, 257, 289, 399","sporulation","NA"
"1038","Q04796","Q04796","reviewed","4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)","dapA BSU16770",3,"Amino-acid biosynthesis;Cytoplasm;Diaminopimelate biosynthesis;Direct protein sequencing;Lyase;Lysine biosynthesis;Reference proteome;Schiff base","8098035; 9384377; 9298659","","bsu:BSU16770;","COG0329;","NP_389559.1;WP_003245816.1;","","","9782828at2;","PF00701;","IPR013785;IPR005263;IPR002220;IPR020625;IPR020624;","BSUB:BSU16770-MONOMER;MetaCyc:BSU16770-MONOMER;","UPA00034;","BSU_16770","dapA","10, 49, 257, 289, 399","sporulation","NA"
"1039","Q04797","Q04797","reviewed","Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)","asd BSU16750",4,"Amino-acid biosynthesis;Diaminopimelate biosynthesis;Lysine biosynthesis;Methionine biosynthesis;NADP;Oxidoreductase;Phosphoprotein;Reference proteome;Threonine biosynthesis","8098035; 9384377; 8345520; 17218307","","bsu:BSU16750;","COG0136;","NP_389557.1;WP_003244674.1;","","","9805684at2;","PF01118;PF02774;","IPR000319;IPR012080;IPR005986;IPR036291;IPR000534;IPR012280;","BSUB:BSU16750-MONOMER;MetaCyc:MONOMER-6564;","UPA00034;UPA00050;UPA00051;","BSU_16750","asd","10, 49, 257, 289, 399, 457, 459","sporulation","NA"
"1040","Q04809","Q04809","reviewed","Dipicolinate synthase subunit A (DPA synthase subunit A) (EC 1.3.1.-) (Spore dipicolinate synthase subunit A) (Stage V sporulation protein FA)","dpaA spoVFA BSU16730 orfY",4,"3D-structure;NADP;Oxidoreductase;Reference proteome;Sporulation","8098035; 8345520; 9384377","orfY","bsu:BSU16730;","COG1052;","NP_389555.1;WP_003231888.1;","","","8840764at2;","PF01262;PF16924;","IPR007698;IPR014215;IPR031629;IPR036291;","BSUB:BSU16730-MONOMER;MetaCyc:MONOMER-6566;","","BSU_16730","spoVFA","318, 399","sporulation","sporulation"
"1041","Q04810","Q04810","reviewed","Dipicolinate synthase subunit B (DPA synthase subunit B) (EC 1.3.1.-) (Spore dipicolinate synthase subunit B) (Stage V sporulation protein FB)","dpaB spoVFB BSU16740 orfX",3,"NADP;Oxidoreductase;Reference proteome;Sporulation","8098035; 8345520; 9384377","orfX","bsu:BSU16740;","COG0452;","NP_389556.1;WP_003244650.1;","","","9792688at2;","PF02441;","IPR014214;IPR036551;IPR003382;","BSUB:BSU16740-MONOMER;MetaCyc:MONOMER-6567;","","BSU_16740","spoVFB","318, 399","sporulation","sporulation"
"1042","Q04811","Q04811","reviewed","Uncharacterized protein YmxH (ORFZ)","ymxH BSU16720",1,"Reference proteome;Sporulation","8098035; 9384377","","bsu:BSU16720;","COG1873;","NP_389554.1;WP_003231890.1;","","","2468688at2;","PF05239;","IPR027275;IPR011033;IPR014238;","BSUB:BSU16720-MONOMER;","","BSU_16720","ymxH","399","sporulation","sporulation"
"1043","Q05523","Q05523","reviewed","D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)","dacA",4,"Carboxypeptidase;Cell shape;Cell wall;Cell wall biogenesis/degradation;Direct protein sequencing;Hydrolase;Peptidoglycan synthesis;Protease;Secreted;Signal;Sporulation","8370539; 6780559; 111240","","","","","","","","PF07943;PF00768;","IPR012338;IPR015956;IPR018044;IPR012907;IPR037167;IPR001967;","","UPA00219;",NA,NA,NA,NA,"sporulation"
"1044","Q06117","Q06117","reviewed","Pesticidal crystal protein Cry3Bb (74 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(b))","cry3Bb cryIIIB(b) cryIIIb2",4,"3D-structure;Sporulation;Toxin;Virulence","1476436","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"1045","Q06320","Q06320","reviewed","Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","cwlC BSU17410",5,"3D-structure;Cell wall;Cell wall biogenesis/degradation;Competence;Direct protein sequencing;Hydrolase;Metal-binding;Reference proteome;Repeat;Secreted;Sporulation;Zinc","8407798; 9384377; 19383706; 7601853; 10945275; 11375403; 16042392","","bsu:BSU17410;","COG0860;","NP_389623.2;WP_003244862.1;","","","9763643at2;","PF01520;PF05036;","IPR002508;IPR050695;IPR007730;IPR036680;","BSUB:BSU17410-MONOMER;","","BSU_17410","cwlC","18, 399","sporulation","sporulation"
"1046","Q06823","Q06823","reviewed","Spore protein SP21","hspA STAUR_4298 STIAU_6511",2,"Direct protein sequencing;Sporulation;Stress response","8226695; 21037205; 8423161","STIAU_6511","sur:STAUR_4298;","COG0071;","WP_002616692.1;","","","9811615at2;","PF00011;","IPR002068;IPR008978;IPR031107;","","",NA,NA,NA,NA,"sporulation"
"1047","Q07765","Q07765","reviewed","CRISPR-associated protein Cas7/Cst2/DevR (CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/Tneap) (Fruiting body developmental protein R)","devR cas7 MXAN_7262",3,"Antiviral defense;Fruiting body;Reference proteome;Sporulation","7693658; 17015832; 17369305","","mxa:MXAN_7262;","COG1857;","WP_011557181.1;","","","9781560at2;","PF01905;","IPR016581;IPR013414;IPR010154;","","",NA,NA,NA,NA,"sporulation"
"1048","Q07766","Q07766","reviewed","CRISPR-associated protein Cas5 (Fruiting body developmental protein S)","devS cas5 MXAN_7261",3,"Antiviral defense;Fruiting body;Reference proteome;Sporulation","7693658; 17015832; 17369305","","mxa:MXAN_7261;","ENOG502Z8P6;","WP_011557180.1;","","","344955at2;","","IPR013415;IPR013422;","","",NA,NA,NA,NA,"sporulation"
"1049","Q07868","Q07868","reviewed","Penicillin-binding protein 2B (PBP-2B) (EC 3.4.16.4) (Penicillin-binding protein B) (Penicillin-sensitive peptidoglycan D,D-transpeptidase)","pbpB BSU15160",5,"Antibiotic resistance;Carboxypeptidase;Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Repeat;Sporulation;Transmembrane;Transmembrane helix","8244929; 8636036; 9384377; 19383706; 8289242; 3080407; 16936019; 28792086","","bsu:BSU15160;","COG0768;","NP_389399.2;","","","9804124at2;","PF03793;PF03717;PF00905;","IPR050515;IPR012338;IPR005543;IPR005311;IPR036138;IPR001460;","BSUB:BSU15160-MONOMER;","UPA00219;",NA,NA,NA,NA,"sporulation"
"1050","Q08309","Q08309","reviewed","Spore coat protein V","cotV BSU11780",1,"Reference proteome;Sporulation","8509331; 9384377","","bsu:BSU11780;","ENOG5030CMA;","NP_389060.1;WP_003244871.1;","","","2937099at2;","PF07552;","IPR011428;","BSUB:BSU11780-MONOMER;","","BSU_11780","cotV","446","sporulation","sporulation"
"1051","Q08310","Q08310","reviewed","Spore coat protein W","cotW BSU11770",1,"Reference proteome;Sporulation","8509331; 9384377","","bsu:BSU11770;","ENOG5031H3P;","NP_389059.1;WP_003245818.1;","","","2942239at2;","","","BSUB:BSU11770-MONOMER;","","BSU_11770","cotW","444","sporulation","sporulation"
"1052","Q08311","Q08311","reviewed","Spore coat protein Y","cotY BSU11750",2,"Disulfide bond;Reference proteome;Sporulation","8509331; 9384377","","bsu:BSU11750;","ENOG5030ISA;","NP_389057.1;WP_003239243.1;","","","1655185at2;","PF10612;","IPR019593;","BSUB:BSU11750-MONOMER;","","BSU_11750","cotY","446","sporulation","sporulation"
"1053","Q08312","Q08312","reviewed","Spore coat protein Z","cotZ BSU11740",2,"Disulfide bond;Reference proteome;Sporulation","8509331; 9384377","","bsu:BSU11740;","ENOG502ZCJP;","NP_389056.1;WP_003244982.1;","","","1655185at2;","PF10612;","IPR019593;","BSUB:BSU11740-MONOMER;","","BSU_11740","cotZ","442","sporulation","sporulation"
"1054","Q08313","Q08313","reviewed","Spore coat protein X","cotX BSU11760",1,"Direct protein sequencing;Reference proteome;Sporulation","8509331; 9384377","","bsu:BSU11760;","ENOG5032S2K;","NP_389058.1;WP_003244668.1;","","","2376847at2;","PF07552;","IPR011428;","BSUB:BSU11760-MONOMER;","","BSU_11760","cotX","446","sporulation","sporulation"
"1055","Q08352","Q08352","reviewed","Alanine dehydrogenase (EC 1.4.1.1) (Stage V sporulation protein N)","ald ski22 spoVN BSU31930",4,"Cytoplasm;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome;Sporulation","8226620; 9384377; 6794611; 6794612; 22797752","","bsu:BSU31930;","COG0686;","NP_391071.1;WP_003243280.1;","","1.4.1.1;","9804592at2;","PF01262;PF05222;","IPR008141;IPR008143;IPR008142;IPR007886;IPR007698;IPR036291;","BSUB:BSU31930-MONOMER;MetaCyc:MONOMER-12812;","UPA00527;",NA,NA,NA,NA,"sporulation"
"1056","Q08429","Q08429","reviewed","Kinase-associated lipoprotein B","kapB BSU31460",2,"Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal","8497199; 9274030; 9384377; 9426145","","bsu:BSU31460;","ENOG5032UIM;","NP_391024.1;WP_003228851.1;","","","2407789at2;","PF08810;","IPR014916;IPR038080;","BSUB:BSU31460-MONOMER;","","BSU_31460","kapB","55, 381, 402","sporulation","NA"
"1057","Q08430","Q08430","reviewed","Sporulation kinase B (EC 2.7.13.3)","kinB BSU31450",3,"ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Sporulation;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system","8497199; 9274030; 9384377; 19383706","","bsu:BSU31450;","COG2205;","NP_391023.2;WP_003228853.1;","","2.7.13.3;","9815750at2;","PF02518;PF00512;","IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;","BSUB:BSU31450-MONOMER;","","BSU_31450","kinB","55, 356, 380, 401, 432, 456","sporulation","sporulation"
"1058","Q08787","Q08787","reviewed","Surfactin synthase subunit 3","srfAC srfA3 BSU03510",5,"3D-structure;Antibiotic biosynthesis;Ligase;Phosphopantetheine;Phosphoprotein;Reference proteome;Sporulation","8355609; 8969502; 9384377; 19383706; 17218307; 12005429","","bsu:BSU03510;","COG1020;","NP_388233.2;WP_003234570.1;","","","9765680at2;","PF00501;PF13193;PF00668;PF00550;PF00975;","IPR010071;IPR029058;IPR036736;IPR025110;IPR045851;IPR020845;IPR000873;IPR023213;IPR001242;IPR020806;IPR009081;IPR006162;IPR001031;","BSUB:BSU03510-MONOMER;","UPA00181;",NA,NA,NA,NA,"sporulation"
"1059","Q08788","Q08788","reviewed","Surfactin synthase thioesterase subunit (EC 3.1.2.-) (Cold shock protein CSI16)","srfAD srfA4 BSU03520",4,"3D-structure;Antibiotic biosynthesis;Cytoplasm;Direct protein sequencing;Hydrolase;Reference proteome;Sporulation;Stress response","8355609; 8969502; 9384377","","bsu:BSU03520;","COG3208;","NP_388234.1;WP_003234568.1;","","","2213423at2;","PF00975;","IPR029058;IPR012223;IPR001031;","BSUB:BSU03520-MONOMER;","UPA00181;",NA,NA,NA,NA,"sporulation"
"1060","Q0SRC7","Q0SRC7","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CPR_2021",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","16825665","","cpr:CPR_2021;","","WP_011592873.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"1061","Q0TNR1","Q0TNR1","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CPF_2306",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","16825665","","cpf:CPF_2306;","COG2172;","WP_003451402.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"1062","Q182S9","Q182S9","reviewed","Probable endoribonuclease YicC (EC 3.1.26.-) (CD25890)","CD630_25890",3,"Endonuclease;Hydrolase;Nuclease;Reference proteome;Sporulation","16804543; 33846410","","cdf:CD630_25890;pdc:CDIF630_02843;","COG1561;","WP_003416240.1;YP_001089106.1;","","","9771229at2;","PF08340;PF03755;","IPR013551;IPR013527;IPR005229;","PDIF272563:G12WB-2746-MONOMER;","",NA,NA,NA,NA,"sporulation"
"1063","Q182W3","Q182W3","reviewed","Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)","spoIVA CD630_26290",5,"ATP-binding;Coiled coil;Cytoplasm;Hydrolase;Nucleotide-binding;Reference proteome;Sporulation","16804543; 23292781","","cdf:CD630_26290;pdc:CDIF630_02883;","COG0699;","WP_004454943.1;YP_001089140.2;","","","9761464at2;","PF09547;PF20439;PF20438;","IPR027417;IPR046842;IPR046840;IPR046841;IPR014201;","PDIF272563:G12WB-2780-MONOMER;","",NA,NA,NA,NA,"sporulation"
"1064","Q186G8","Q186G8","reviewed","Spore coat protein CotA","cotA CD630_16130 CD1613",2,"Reference proteome;Sporulation","16804543; 21949071; 23335421; 25849250; 36296193","CD1613","cdf:CD630_16130;pdc:CDIF630_01789;","ENOG50323IF;","WP_003436448.1;YP_001088114.1;","","","1757269at2;","","IPR048150;","PDIF272563:G12WB-1752-MONOMER;","",NA,NA,NA,NA,"sporulation"
"1065","Q18C29","Q18C29","reviewed","Spore coat protein CotB","cotB CD630_15110 CD1511",2,"Reference proteome;Sporulation","16804543; 21949071; 23335421; 25849250; 36296193","CD1511","cdf:CD630_15110;pdc:CDIF630_01676;","ENOG502Z8AB;","WP_003439363.1;YP_001088012.1;","","","1633927at2;","PF11155;","IPR021328;","PDIF272563:G12WB-1647-MONOMER;","",NA,NA,NA,NA,"sporulation"
"1066","Q2J7H0","Q2J7H0","reviewed","Sporulation-specific cell division protein Francci3_3418 (Sporulation of Streptomyces griseus-like protein Francci3_3418) (SsgA-like protein Francci3_3418) (SALP Francci3_3418)","Francci3_3418",2,"Cell cycle;Cell division;Reference proteome;Septation;Sporulation","19567872; 17151343","","fra:Francci3_3418;","ENOG5032RFA;","WP_011437797.1;","","","3853096at2;","PF04686;","IPR006776;IPR038658;","","",NA,NA,NA,NA,"sporulation"
"1067","Q2JDA6","Q2JDA6","reviewed","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","ssgB Francci3_1359",3,"Cell cycle;Cell division;Reference proteome;Septation;Sporulation","19567872; 17151343","","fra:Francci3_1359;","ENOG5032RFA;","WP_009739629.1;","","","3853096at2;","PF04686;","IPR006776;IPR038658;","","",NA,NA,NA,NA,"sporulation"
"1068","Q45058","Q45058","reviewed","Spore coat protein M","cotM yneL BSU17970",3,"Reference proteome;Sporulation","9068633; 8969507; 9384377","","bsu:BSU17970;","COG0071;","NP_389680.1;WP_010886520.1;","","","2942082at2;","","IPR008978;","BSUB:BSU17970-MONOMER;","","BSU_17970","cotM","441","sporulation","sporulation"
"1069","Q45060","Q45060","reviewed","Small, acid-soluble spore protein Tlp","tlp tlpA BSU18030",2,"Direct protein sequencing;Reference proteome;Sporulation","8969507; 9384377; 9852018; 10333516","","bsu:BSU18030;","ENOG50330RR;","WP_003231568.1;","","","1799076at2;","PF19824;","IPR017524;","BSUB:BSU18030-MONOMER;","","BSU_18030","tlp","70, 399","sporulation","sporulation"
"1070","Q45069","Q45069","reviewed","Uncharacterized protein YnfE","ynfE BSU18140",1,"Phosphoprotein;Reference proteome","8969507; 9384377; 17218307","","bsu:BSU18140;","","NP_389696.1;WP_003231535.1;","","","2894699at2;","PF17452;","IPR020302;","BSUB:BSU18140-MONOMER;","","BSU_18140","ynfE","400, 459","sporulation","NA"
"1071","Q45358","Q45358","reviewed","Parasporal crystal protein Cry18Aa (79 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIA(a))","cry18Aa cryBP1 cryXVIIIA(a)",3,"Direct protein sequencing;Sporulation;Toxin;Virulence","9209052","","","","","","","","PF03944;PF09131;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR015214;IPR036399;","","",NA,NA,NA,NA,"sporulation"
"1072","Q45478","Q45478","reviewed","Uncharacterized protein YlyA (ORF-T)","ylyA ylmK BSU15440",2,"Metal-binding;Reference proteome;Zinc;Zinc-finger","9384377; 19383706","","bsu:BSU15440;","COG1734;","NP_389427.2;WP_003245479.1;","","","2875147at2;","PF01258;","IPR016841;IPR000962;IPR020458;","BSUB:BSU15440-MONOMER;","","BSU_15440","ylyA","399","sporulation","NA"
"1073","Q45492","Q45492","reviewed","Uncharacterized protein YkpC","ykpC BSU14460",1,"Reference proteome;Signal","8969500; 9384377","","bsu:BSU14460;","","NP_389329.1;WP_003238865.1;","","","","PF17447;","IPR035379;","BSUB:BSU14460-MONOMER;","","BSU_14460","ykpC","400","sporulation","NA"
"1074","Q45535","Q45535","reviewed","Inner spore coat protein H","cotH ywrH BSU36060",3,"Reference proteome;Sporulation","8755863; 8991897; 9353933; 9384377; 7814326; 10198031; 14762006; 14762008; 15470121; 18065538","","bsu:BSU36060;","COG5337;","NP_391487.1;WP_003227854.1;","","","3235126at2;","PF08757;","IPR014867;","BSUB:BSU36060-MONOMER;","","BSU_36060","cotH","356, 446","sporulation","sporulation"
